cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,anweight,lrscale,ctzcntr,gndr,agea,edulvla,tporgwk,hinctnt,hinctnta,regiongb,wrywprb,jbprtfp,stfjb,plnftr
GB,ESS1-9e01,1.0,10.12.2020,187323,ESS2e03_6,2,3.6,24320,0.513,0.541306761193442,2.5700012124407,1.39115903256949,4,1,1,39,1,,5,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187324,ESS2e03_6,2,3.6,24321,0.513,0.613441980883459,2.5700012124407,1.57654663463251,5,1,2,63,2,,5,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187325,ESS2e03_6,2,3.6,24322,0.513,0.579053591362741,2.5700012124407,1.48816843187038,8,1,1,57,3,,9,,10,1,2,,
GB,ESS1-9e01,1.0,10.12.2020,187326,ESS2e03_6,2,3.6,24324,2.0521,2.16533256266093,2.5700012124407,5.56490731137592,5,1,1,42,1,,11,,10,1,5,,
GB,ESS1-9e01,1.0,10.12.2020,187327,ESS2e03_6,2,3.6,24401,1.0261,1.12943505897287,2.5700012124407,2.90264947093331,6,2,2,37,5,,7,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187328,ESS2e03_6,2,3.6,24402,0.513,0.56466249415562,2.5700012124407,1.45118329459973,5,1,2,45,3,,3,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187329,ESS2e03_6,2,3.6,24404,1.5391,1.69409755312849,2.5700012124407,4.35383276553304,4,1,2,50,2,,9,,10,1,2,,
GB,ESS1-9e01,1.0,10.12.2020,187330,ESS2e03_6,2,3.6,24406,1.0261,1.12943505897287,2.5700012124407,2.90264947093331,7,1,2,54,3,,11,,10,5,3,,
GB,ESS1-9e01,1.0,10.12.2020,187331,ESS2e03_6,2,3.6,24407,1.0261,1.19407852423199,2.5700012124407,3.06878325502561,3,1,2,25,3,,5,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187332,ESS2e03_6,2,3.6,24408,1.0261,1.12943505897287,2.5700012124407,2.90264947093331,5,1,2,36,5,,12,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187333,ESS2e03_6,2,3.6,24410,1.0261,1.22700354110043,2.5700012124407,3.15340058829713,2,1,2,62,1,,5,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187334,ESS2e03_6,2,3.6,24411,0.513,0.590756027660108,2.5700012124407,1.51824370734313,5,1,1,22,55,,3,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187335,ESS2e03_6,2,3.6,24414,1.0261,1.19407852423199,2.5700012124407,3.06878325502561,88,1,2,21,1,,6,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187336,ESS2e03_6,2,3.6,24415,1.5391,1.84044552198388,2.5700012124407,4.72994722292962,88,1,2,61,1,,9,,10,1,1,,
GB,ESS1-9e01,1.0,10.12.2020,187337,ESS2e03_6,2,3.6,24416,0.513,0.541306761193442,2.5700012124407,1.39115903256949,5,1,1,41,2,,8,,10,3,4,,
GB,ESS1-9e01,1.0,10.12.2020,187338,ESS2e03_6,2,3.6,24419,1.5391,1.69409755312849,2.5700012124407,4.35383276553304,88,1,2,40,1,,6,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187339,ESS2e03_6,2,3.6,24424,1.0261,1.18162721244061,2.5700012124407,3.0367833686253,5,1,1,26,5,,9,,10,3,3,,
GB,ESS1-9e01,1.0,10.12.2020,187340,ESS2e03_6,2,3.6,24504,0.513,0.579053591362741,2.5700012124407,1.48816843187038,5,1,1,71,1,,88,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187341,ESS2e03_6,2,3.6,24507,1.5391,1.73727365003196,2.5700012124407,4.4647953869234,5,1,1,75,1,,88,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187342,ESS2e03_6,2,3.6,24509,1.5391,1.79105960105784,2.5700012124407,4.6030253462722,88,1,2,15,1,,88,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187343,ESS2e03_6,2,3.6,24510,0.513,0.56466249415562,2.5700012124407,1.45118329459973,3,1,2,43,2,,88,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187344,ESS2e03_6,2,3.6,24514,1.0261,1.15822005866922,2.5700012124407,2.97662695505302,5,1,1,85,5,,77,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187345,ESS2e03_6,2,3.6,24515,0.513,0.56466249415562,2.5700012124407,1.45118329459973,5,1,2,42,5,,8,,10,4,4,,
GB,ESS1-9e01,1.0,10.12.2020,187346,ESS2e03_6,2,3.6,24517,1.0261,1.19407852423199,2.5700012124407,3.06878325502561,5,1,2,29,2,,7,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187347,ESS2e03_6,2,3.6,24601,0.513,0.613441980883459,2.5700012124407,1.57654663463251,7,1,2,74,55,,4,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187348,ESS2e03_6,2,3.6,24604,2.0521,2.3163272413947,2.5700012124407,5.95296381879379,7,1,1,55,5,,10,,10,4,4,,
GB,ESS1-9e01,1.0,10.12.2020,187349,ESS2e03_6,2,3.6,24607,1.0261,1.15822005866922,2.5700012124407,2.97662695505302,3,1,1,78,1,,5,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187350,ESS2e03_6,2,3.6,24611,1.0261,1.19407852423199,2.5700012124407,3.06878325502561,5,1,2,28,5,,10,,10,4,4,,
GB,ESS1-9e01,1.0,10.12.2020,187351,ESS2e03_6,2,3.6,24612,1.5391,1.79105960105784,2.5700012124407,4.6030253462722,88,1,2,17,2,,9,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187352,ESS2e03_6,2,3.6,24616,1.5391,1.73727365003196,2.5700012124407,4.4647953869234,5,1,1,59,1,,7,,10,1,3,,
GB,ESS1-9e01,1.0,10.12.2020,187353,ESS2e03_6,2,3.6,24618,1.0261,1.15822005866922,2.5700012124407,2.97662695505302,4,1,1,67,1,,7,,10,3,3,,
GB,ESS1-9e01,1.0,10.12.2020,187354,ESS2e03_6,2,3.6,24619,1.0261,1.15822005866922,2.5700012124407,2.97662695505302,9,1,1,60,2,,6,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187355,ESS2e03_6,2,3.6,24621,0.513,0.613441980883459,2.5700012124407,1.57654663463251,4,1,2,64,1,,4,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187356,ESS2e03_6,2,3.6,24622,2.0521,2.36313926776084,2.5700012124407,6.07327078331157,88,1,1,23,2,,11,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187357,ESS2e03_6,2,3.6,24701,1.5391,1.73727365003196,2.5700012124407,4.4647953869234,6,1,1,83,1,,88,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187358,ESS2e03_6,2,3.6,24702,0.513,0.513829769156565,2.5700012124407,1.32054312972049,5,1,1,999,55,,9,,10,1,4,,
GB,ESS1-9e01,1.0,10.12.2020,187359,ESS2e03_6,2,3.6,24703,0.513,0.579053591362741,2.5700012124407,1.48816843187038,5,1,1,74,1,,4,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187360,ESS2e03_6,2,3.6,24705,1.0261,1.19407852423199,2.5700012124407,3.06878325502561,5,1,2,32,3,,11,,10,3,3,,
GB,ESS1-9e01,1.0,10.12.2020,187361,ESS2e03_6,2,3.6,24706,0.513,0.613441980883459,2.5700012124407,1.57654663463251,5,1,2,81,55,,4,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187362,ESS2e03_6,2,3.6,24714,1.0261,1.19407852423199,2.5700012124407,3.06878325502561,88,1,2,34,3,,9,,10,1,3,,
GB,ESS1-9e01,1.0,10.12.2020,187363,ESS2e03_6,2,3.6,24716,1.0261,1.19407852423199,2.5700012124407,3.06878325502561,88,1,2,27,2,,77,,10,2,2,,
GB,ESS1-9e01,1.0,10.12.2020,187364,ESS2e03_6,2,3.6,24717,0.513,0.613441980883459,2.5700012124407,1.57654663463251,5,1,2,64,2,,4,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187365,ESS2e03_6,2,3.6,24718,1.0261,1.19407852423199,2.5700012124407,3.06878325502561,88,1,2,32,3,,9,,10,1,1,,
GB,ESS1-9e01,1.0,10.12.2020,187366,ESS2e03_6,2,3.6,24720,1.0261,1.22700354110043,2.5700012124407,3.15340058829713,5,1,2,55,1,,5,,10,1,1,,
GB,ESS1-9e01,1.0,10.12.2020,187367,ESS2e03_6,2,3.6,24722,1.0261,1.12943505897287,2.5700012124407,2.90264947093331,88,1,2,44,1,,88,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187368,ESS2e03_6,2,3.6,24723,0.513,0.579053591362741,2.5700012124407,1.48816843187038,5,1,1,59,1,,5,,10,1,1,,
GB,ESS1-9e01,1.0,10.12.2020,187369,ESS2e03_6,2,3.6,24801,0.513,0.579053591362741,2.5700012124407,1.48816843187038,5,1,1,65,1,,1,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187370,ESS2e03_6,2,3.6,24803,1.0261,1.18162721244061,2.5700012124407,3.0367833686253,88,1,1,27,2,,8,,10,3,4,,
GB,ESS1-9e01,1.0,10.12.2020,187371,ESS2e03_6,2,3.6,24805,0.513,0.579053591362741,2.5700012124407,1.48816843187038,5,1,1,70,1,,4,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187372,ESS2e03_6,2,3.6,24806,1.5391,1.79105960105784,2.5700012124407,4.6030253462722,5,1,2,22,2,,9,,10,1,2,,
GB,ESS1-9e01,1.0,10.12.2020,187373,ESS2e03_6,2,3.6,24807,0.513,0.613441980883459,2.5700012124407,1.57654663463251,5,1,2,80,55,,1,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187374,ESS2e03_6,2,3.6,24809,0.513,0.613441980883459,2.5700012124407,1.57654663463251,5,1,2,65,1,,88,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187375,ESS2e03_6,2,3.6,24810,1.0261,1.15822005866922,2.5700012124407,2.97662695505302,5,1,1,80,1,,4,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187376,ESS2e03_6,2,3.6,24812,0.513,0.579053591362741,2.5700012124407,1.48816843187038,1,1,1,78,1,,4,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187377,ESS2e03_6,2,3.6,24814,1.0261,1.15822005866922,2.5700012124407,2.97662695505302,8,1,1,79,1,,4,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187378,ESS2e03_6,2,3.6,24815,2.0521,2.36313926776084,2.5700012124407,6.07327078331157,2,1,1,19,3,,88,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187379,ESS2e03_6,2,3.6,24816,0.513,0.579053591362741,2.5700012124407,1.48816843187038,5,1,1,78,1,,5,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187380,ESS2e03_6,2,3.6,24817,2.0521,2.16533256266093,2.5700012124407,5.56490731137592,5,1,1,44,2,,9,,10,1,2,,
GB,ESS1-9e01,1.0,10.12.2020,187381,ESS2e03_6,2,3.6,24821,0.513,0.541306761193442,2.5700012124407,1.39115903256949,3,1,1,43,5,,9,,10,3,4,,
GB,ESS1-9e01,1.0,10.12.2020,187382,ESS2e03_6,2,3.6,24824,1.0261,1.12943505897287,2.5700012124407,2.90264947093331,4,1,2,35,2,,9,,10,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187383,ESS2e03_6,2,3.6,24901,0.513,0.520720807447325,2.5700012124407,1.33825310648272,5,1,2,41,1,,8,,11,2,2,,
GB,ESS1-9e01,1.0,10.12.2020,187384,ESS2e03_6,2,3.6,24902,0.513,0.565704304631373,2.5700012124407,1.45386074878555,6,1,2,72,1,,5,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187385,ESS2e03_6,2,3.6,24904,1.0261,1.04154311992534,2.5700012124407,2.67676708101739,1,1,2,43,1,,6,,11,3,3,,
GB,ESS1-9e01,1.0,10.12.2020,187386,ESS2e03_6,2,3.6,24905,1.0261,1.13151888300634,2.5700012124407,2.90800490122583,5,1,2,57,3,,9,,11,1,1,,
GB,ESS1-9e01,1.0,10.12.2020,187387,ESS2e03_6,2,3.6,24906,0.513,0.499182603205912,2.5700012124407,1.2828998954685,5,1,1,48,1,,4,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187388,ESS2e03_6,2,3.6,24909,1.5391,1.63445747051335,2.5700012124407,4.20055768090207,4,1,1,24,2,,6,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187389,ESS2e03_6,2,3.6,24911,0.513,0.520720807447325,2.5700012124407,1.33825310648272,88,1,2,42,2,,9,,11,3,3,,
GB,ESS1-9e01,1.0,10.12.2020,187390,ESS2e03_6,2,3.6,24913,1.0261,1.06808808871536,2.5700012124407,2.74498768299193,6,1,1,60,1,,8,,11,1,4,,
GB,ESS1-9e01,1.0,10.12.2020,187391,ESS2e03_6,2,3.6,24916,0.513,0.565704304631373,2.5700012124407,1.45386074878555,5,1,2,76,1,,5,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187392,ESS2e03_6,2,3.6,24918,0.513,0.533991998353941,2.5700012124407,1.37236008320326,1,1,1,55,5,,4,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187393,ESS2e03_6,2,3.6,24919,1.5391,1.56226392737267,2.5700012124407,4.01502018750012,5,1,2,51,3,,9,,11,1,3,,
GB,ESS1-9e01,1.0,10.12.2020,187394,ESS2e03_6,2,3.6,24922,1.0261,0.998462512962158,2.5700012124407,2.56604986888933,5,1,1,47,5,,10,,11,2,3,,
GB,ESS1-9e01,1.0,10.12.2020,187395,ESS2e03_6,2,3.6,24923,0.513,0.499182603205912,2.5700012124407,1.2828998954685,6,1,1,43,3,,77,,11,3,2,,
GB,ESS1-9e01,1.0,10.12.2020,187396,ESS2e03_6,2,3.6,25001,1.0261,1.04154311992534,2.5700012124407,2.67676708101739,88,1,2,54,1,,88,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187397,ESS2e03_6,2,3.6,25002,0.513,0.533991998353941,2.5700012124407,1.37236008320326,5,1,1,74,1,,3,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187398,ESS2e03_6,2,3.6,25006,0.513,0.550524377965609,2.5700012124407,1.41484831884978,4,1,2,33,1,,6,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187399,ESS2e03_6,2,3.6,25007,1.0261,1.06808808871536,2.5700012124407,2.74498768299193,5,1,1,81,1,,5,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187400,ESS2e03_6,2,3.6,25008,1.0261,1.10115607062478,2.5700012124407,2.82997243659213,88,1,2,17,2,,88,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187401,ESS2e03_6,2,3.6,25016,1.0261,0.998462512962158,2.5700012124407,2.56604986888933,6,1,1,37,1,,4,,11,3,3,,
GB,ESS1-9e01,1.0,10.12.2020,187402,ESS2e03_6,2,3.6,25017,0.513,0.550524377965609,2.5700012124407,1.41484831884978,88,1,2,28,2,,7,,11,2,4,,
GB,ESS1-9e01,1.0,10.12.2020,187403,ESS2e03_6,2,3.6,25019,0.513,0.520720807447325,2.5700012124407,1.33825310648272,5,2,2,43,5,,5,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187404,ESS2e03_6,2,3.6,25020,1.5391,1.56226392737267,2.5700012124407,4.01502018750012,88,1,2,39,55,,4,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187405,ESS2e03_6,2,3.6,25021,0.513,0.550524377965609,2.5700012124407,1.41484831884978,88,1,2,25,2,,4,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187406,ESS2e03_6,2,3.6,25023,1.0261,1.13151888300634,2.5700012124407,2.90800490122583,88,1,2,73,1,,5,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187407,ESS2e03_6,2,3.6,25102,0.513,0.520720807447325,2.5700012124407,1.33825310648272,5,1,2,37,3,,4,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187408,ESS2e03_6,2,3.6,25104,0.513,0.499182603205912,2.5700012124407,1.2828998954685,3,1,1,45,5,,4,,11,1,88,,
GB,ESS1-9e01,1.0,10.12.2020,187409,ESS2e03_6,2,3.6,25108,1.0261,1.13151888300634,2.5700012124407,2.90800490122583,8,1,2,76,5,,6,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187410,ESS2e03_6,2,3.6,25109,1.0261,0.998462512962158,2.5700012124407,2.56604986888933,1,1,1,49,2,,4,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187411,ESS2e03_6,2,3.6,25110,0.513,0.520720807447325,2.5700012124407,1.33825310648272,5,1,2,36,1,,12,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187412,ESS2e03_6,2,3.6,25111,0.513,0.520720807447325,2.5700012124407,1.33825310648272,88,1,2,37,2,,3,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187413,ESS2e03_6,2,3.6,25201,0.513,0.565704304631373,2.5700012124407,1.45386074878555,10,1,2,65,2,,4,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187414,ESS2e03_6,2,3.6,25202,0.513,0.499182603205912,2.5700012124407,1.2828998954685,88,1,1,41,5,,3,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187415,ESS2e03_6,2,3.6,25204,1.0261,0.998462512962158,2.5700012124407,2.56604986888933,88,1,1,35,2,,88,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187416,ESS2e03_6,2,3.6,25205,1.0261,1.04154311992534,2.5700012124407,2.67676708101739,88,1,2,35,2,,6,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187417,ESS2e03_6,2,3.6,25213,1.0261,1.06808808871536,2.5700012124407,2.74498768299193,5,1,1,76,1,,77,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187418,ESS2e03_6,2,3.6,25214,0.513,0.520720807447325,2.5700012124407,1.33825310648272,5,1,2,42,2,,5,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187419,ESS2e03_6,2,3.6,25217,1.5391,1.49764511616807,2.5700012124407,3.84894976435783,6,1,1,35,1,,5,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187420,ESS2e03_6,2,3.6,25304,1.5391,1.6020800870693,2.5700012124407,4.1173477661952,10,1,1,70,3,,9,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187421,ESS2e03_6,2,3.6,25306,1.0261,1.06808808871536,2.5700012124407,2.74498768299193,6,1,1,64,1,,77,,11,2,3,,
GB,ESS1-9e01,1.0,10.12.2020,187422,ESS2e03_6,2,3.6,25310,0.513,0.565704304631373,2.5700012124407,1.45386074878555,5,1,2,79,1,,77,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187423,ESS2e03_6,2,3.6,25313,1.0261,1.13151888300634,2.5700012124407,2.90800490122583,5,1,2,56,2,,77,,11,3,2,,
GB,ESS1-9e01,1.0,10.12.2020,187424,ESS2e03_6,2,3.6,25316,1.0261,1.04154311992534,2.5700012124407,2.67676708101739,9,1,2,50,5,,11,,11,4,1,,
GB,ESS1-9e01,1.0,10.12.2020,187425,ESS2e03_6,2,3.6,25317,1.5391,1.56226392737267,2.5700012124407,4.01502018750012,5,1,2,35,3,,9,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187426,ESS2e03_6,2,3.6,25318,1.5391,1.6020800870693,2.5700012124407,4.1173477661952,4,1,1,57,55,,9,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187427,ESS2e03_6,2,3.6,25323,2.0521,1.99682771937398,2.5700012124407,5.13184965982631,5,1,1,46,2,,9,,11,4,3,,
GB,ESS1-9e01,1.0,10.12.2020,187428,ESS2e03_6,2,3.6,25402,0.513,0.487615847659932,2.5700012124407,1.25317331969132,88,8,9,999,88,,88,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187429,ESS2e03_6,2,3.6,25403,0.513,0.550524377965609,2.5700012124407,1.41484831884978,2,1,2,32,5,,7,,11,3,3,,
GB,ESS1-9e01,1.0,10.12.2020,187430,ESS2e03_6,2,3.6,25404,0.513,0.565704304631373,2.5700012124407,1.45386074878555,7,1,2,89,1,,77,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187431,ESS2e03_6,2,3.6,25405,1.0261,1.08967371223036,2.5700012124407,2.80046276159679,5,1,1,31,3,,8,,11,3,4,,
GB,ESS1-9e01,1.0,10.12.2020,187432,ESS2e03_6,2,3.6,25406,1.0261,1.06808808871536,2.5700012124407,2.74498768299193,4,1,1,57,1,,77,,11,4,3,,
GB,ESS1-9e01,1.0,10.12.2020,187433,ESS2e03_6,2,3.6,25407,1.0261,0.998462512962158,2.5700012124407,2.56604986888933,7,1,1,45,1,,8,,11,1,3,,
GB,ESS1-9e01,1.0,10.12.2020,187434,ESS2e03_6,2,3.6,25408,0.513,0.499182603205912,2.5700012124407,1.2828998954685,5,1,1,46,5,,5,,11,1,1,,
GB,ESS1-9e01,1.0,10.12.2020,187435,ESS2e03_6,2,3.6,25409,0.513,0.550524377965609,2.5700012124407,1.41484831884978,5,1,2,25,2,,5,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187436,ESS2e03_6,2,3.6,25410,1.0261,0.998462512962158,2.5700012124407,2.56604986888933,3,1,1,42,1,,4,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187437,ESS2e03_6,2,3.6,25413,0.513,0.565704304631373,2.5700012124407,1.45386074878555,5,1,2,71,1,,4,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187438,ESS2e03_6,2,3.6,25414,1.0261,1.13151888300634,2.5700012124407,2.90800490122583,5,1,2,61,55,,6,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187439,ESS2e03_6,2,3.6,25418,0.513,0.565704304631373,2.5700012124407,1.45386074878555,8,1,2,62,2,,7,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187440,ESS2e03_6,2,3.6,25420,0.513,0.499182603205912,2.5700012124407,1.2828998954685,7,1,1,38,1,,6,,11,3,4,,
GB,ESS1-9e01,1.0,10.12.2020,187441,ESS2e03_6,2,3.6,25423,0.513,0.565704304631373,2.5700012124407,1.45386074878555,5,1,2,74,5,,77,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187442,ESS2e03_6,2,3.6,25424,1.0261,1.04154311992534,2.5700012124407,2.67676708101739,4,1,2,45,1,,6,,11,1,1,,
GB,ESS1-9e01,1.0,10.12.2020,187443,ESS2e03_6,2,3.6,25504,0.513,0.550524377965609,2.5700012124407,1.41484831884978,3,1,2,22,2,,5,,11,3,4,,
GB,ESS1-9e01,1.0,10.12.2020,187444,ESS2e03_6,2,3.6,25506,1.0261,1.04154311992534,2.5700012124407,2.67676708101739,3,1,2,50,1,,5,,11,2,4,,
GB,ESS1-9e01,1.0,10.12.2020,187445,ESS2e03_6,2,3.6,25507,0.513,0.520720807447325,2.5700012124407,1.33825310648272,5,1,2,45,5,,9,,11,2,1,,
GB,ESS1-9e01,1.0,10.12.2020,187446,ESS2e03_6,2,3.6,25508,1.0261,1.13151888300634,2.5700012124407,2.90800490122583,6,1,2,59,2,,6,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187447,ESS2e03_6,2,3.6,25510,1.0261,1.04154311992534,2.5700012124407,2.67676708101739,5,1,2,36,5,,9,,11,5,4,,
GB,ESS1-9e01,1.0,10.12.2020,187448,ESS2e03_6,2,3.6,25512,0.513,0.499182603205912,2.5700012124407,1.2828998954685,5,1,1,48,55,,4,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187449,ESS2e03_6,2,3.6,25519,1.0261,0.998462512962158,2.5700012124407,2.56604986888933,5,1,1,37,2,,8,,11,3,2,,
GB,ESS1-9e01,1.0,10.12.2020,187450,ESS2e03_6,2,3.6,25520,1.0261,1.13151888300634,2.5700012124407,2.90800490122583,5,1,2,82,1,,7,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187451,ESS2e03_6,2,3.6,25522,1.0261,1.04154311992534,2.5700012124407,2.67676708101739,5,1,2,38,2,,9,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187452,ESS2e03_6,2,3.6,25524,1.0261,1.08967371223036,2.5700012124407,2.80046276159679,5,1,1,30,2,,9,,11,3,4,,
GB,ESS1-9e01,1.0,10.12.2020,187453,ESS2e03_6,2,3.6,25601,1.0261,1.13151888300634,2.5700012124407,2.90800490122583,88,1,2,68,1,,77,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187454,ESS2e03_6,2,3.6,25602,0.513,0.565704304631373,2.5700012124407,1.45386074878555,4,1,2,84,1,,4,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187455,ESS2e03_6,2,3.6,25604,1.0261,1.06808808871536,2.5700012124407,2.74498768299193,8,1,1,57,1,,77,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187456,ESS2e03_6,2,3.6,25605,1.0261,1.06808808871536,2.5700012124407,2.74498768299193,4,1,1,63,5,,77,,11,1,1,,
GB,ESS1-9e01,1.0,10.12.2020,187457,ESS2e03_6,2,3.6,25606,1.0261,1.13151888300634,2.5700012124407,2.90800490122583,88,1,2,63,1,,77,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187458,ESS2e03_6,2,3.6,25608,2.0521,1.99682771937398,2.5700012124407,5.13184965982631,6,1,1,50,1,,7,,11,1,1,,
GB,ESS1-9e01,1.0,10.12.2020,187459,ESS2e03_6,2,3.6,25609,1.0261,0.998462512962158,2.5700012124407,2.56604986888933,5,1,1,42,1,,2,,11,3,3,,
GB,ESS1-9e01,1.0,10.12.2020,187460,ESS2e03_6,2,3.6,25610,0.513,0.565704304631373,2.5700012124407,1.45386074878555,6,1,2,66,1,,77,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187461,ESS2e03_6,2,3.6,25612,1.0261,1.08967371223036,2.5700012124407,2.80046276159679,88,1,1,31,2,,8,,11,1,4,,
GB,ESS1-9e01,1.0,10.12.2020,187462,ESS2e03_6,2,3.6,25613,1.0261,1.13151888300634,2.5700012124407,2.90800490122583,4,1,2,69,1,,77,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187463,ESS2e03_6,2,3.6,25614,1.0261,1.13151888300634,2.5700012124407,2.90800490122583,2,1,2,66,1,,77,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187464,ESS2e03_6,2,3.6,25616,1.0261,1.04154311992534,2.5700012124407,2.67676708101739,5,1,2,35,5,,6,,11,1,3,,
GB,ESS1-9e01,1.0,10.12.2020,187465,ESS2e03_6,2,3.6,25618,2.0521,2.20220482655599,2.5700012124407,5.65966907429166,88,1,2,16,1,,77,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187466,ESS2e03_6,2,3.6,25621,0.513,0.550524377965609,2.5700012124407,1.41484831884978,6,1,2,25,2,,2,,11,6,66,,
GB,ESS1-9e01,1.0,10.12.2020,187467,ESS2e03_6,2,3.6,25622,1.0261,0.998462512962158,2.5700012124407,2.56604986888933,5,1,1,37,1,,77,,11,3,2,,
GB,ESS1-9e01,1.0,10.12.2020,187468,ESS2e03_6,2,3.6,25702,1.0261,1.06808808871536,2.5700012124407,2.74498768299193,4,1,1,79,1,,5,,11,6,66,,
